record.csv
借款id,投标人,年利率,有效金额,投标日期,投标时刻,期限
115628,jone81,26,150,2008-11-27,15:59:27,5
115628,monson,20,500,2008-11-27,17:16:05,5
115628,wjhgsj,26,198,2008-11-27,21:38:16,5
115628,huxinting,26,413,2008-11-27,23:32:58,5
115628,hnhysj8259878,26,50,2008-11-28,8:58:45,5
115628,shouxingzhe,26,54,2008-11-28,9:02:37,5
115628,general_pxj,26,50,2008-11-28,9:42:51,5
115628,qq470477776,26,50,2008-11-28,9:45:35,5
115628,zhangjun6906,26,50,2008-11-28,12:06:03,5
115628,hx3888,25,200,2008-11-28,15:02:54,5
115628,sunfeng,26,195,2008-11-28,15:50:48,5
115628,neuumenn,26,200,2008-11-28,16:23:05,5
115628,luckyarrowhui,25,500,2008-11-28,16:42:10,5
115628,jackgu,26,200,2008-11-28,16:47:19,5
115628,liyu2000,26,50,2008-11-28,16:56:37,5
115628,guchenjie,26,50,2008-11-28,18:57:28,5
115628,viennalee,26,100,2008-11-28,19:21:50,5
115628,zhangjun6906,26,200,2008-11-28,19:40:15,5
115628,sunfeng,26,50,2008-11-28,20:35:49,5
115628,lorrenceluo,26,200,2008-11-28,21:02:35,5
115628,the_cid,26,500,2008-11-28,21:13:22,5
115628,wjhgsj,26,237,2008-11-28,21:29:39,5
115734,pengwu96,27,50,2008-11-22,11:00:56,5
115734,alexzqxc,27,400,2008-11-22,23:06:03,5
115734,guchenjie,27,50,2008-11-23,19:31:00,5
115734,yangok1,27,294,2008-11-23,22:47:48,5
115734,alexzqxc,27,203,2008-11-24,9:19:05,5
115734,phoenixzz,27,200,2008-11-24,11:14:23,5
115734,sunfeng,27,50,2008-11-24,12:07:29,5
115734,ttb,27,70,2008-11-24,13:21:14,5
115734,neuumenn,27,200,2008-11-24,15:52:58,5
115734,smpjs,27,100,2008-11-24,17:26:37,5
115734,sk116,27,64,2008-11-24,17:33:35,5
115734,dsy0715,27,50,2008-11-24,19:27:04,5
115734,viennalee,27,61,2008-11-24,19:41:45,5
115734,sanyuan2008,27,114,2008-11-24,21:44:18,5
115734,alexzqxc,27,500,2008-11-24,21:49:39,5
115734,wujingyi,27,52,2008-11-24,22:09:02,5
115734,the_cid,25,500,2008-11-24,22:56:52,5
115734,guchenjie,27,50,2008-11-24,23:10:01,5
115734,jdz,27,50,2008-11-24,23:26:34,5
115734,general_pxj,27,50,2008-11-25,8:55:21,5
115734,sunfeng,27,300,2008-11-25,10:44:41,5
115734,skycf,27,300,2008-11-25,11:32:16,5
115788,wyp20058,27,208,2008-11-23,18:25:02,3
115788,panlinfeifei,27,150,2008-11-26,23:18:36,3
115788,panlinfeifei,27,96,2008-11-26,23:29:29,3
115788,skycf,27,999,2008-11-27,13:50:41,3
115788,neuumenn,27,500,2008-11-27,14:13:39,3
115788,alexzqxc,27,569,2008-11-27,14:17:30,3
115788,xiansili,27,569,2008-11-27,14:50:41,3
115788,shouxingzhe,27,63,2008-11-27,15:04:11,3
116042,jackgu,27,200,2008-12-2,13:29:47,6
116042,drizzle,27,50,2008-12-2,14:20:53,6
116042,guchenjie,27,50,2008-12-2,20:02:08,6
116042,adf123,27,188,2008-12-3,15:16:42,6
116042,liyu2000,27,95,2008-12-4,11:45:03,6
116042,YQCHENG,27,500,2008-12-4,15:07:08,6
116042,cmh2002hnbc,27,100,2008-12-4,16:15:15,6
116042,lorrenceluo,27,200,2008-12-4,22:44:10,6
116042,ljw0591,27,200,2008-12-5,18:57:02,6
116042,v_blue,27,56,2008-12-5,23:31:30,6
116042,bj20,27,100,2008-12-7,16:29:11,6
116042,dianzi,5,200,2008-12-7,17:37:52,6
116042,navy1981,27,100,2008-12-7,18:53:28,6
116042,liyu2000,27,50,2008-12-7,20:05:26,6
116042,wzwwzw1975,27,246,2008-12-8,8:35:46,6
116042,yue420,27,64,2008-12-8,11:28:14,6
116042,alexzqxc,27,500,2008-12-8,11:50:49,6
116042,dianzi,5,200,2008-12-8,12:28:31,6
116042,ydw34,27,50,2008-12-8,12:36:04,6
116042,neuumenn,27,300,2008-12-8,12:47:33,6
116042,nanfangjun,27,400,2008-12-8,14:58:03,6
116042,nanfangjun,27,501,2008-12-8,14:59:27,6
116042,kelega,18,300,2008-12-8,15:34:10,6
116042,setffen,27,357,2008-12-8,16:21:16,6
116042,alexzqxc,26.99,618,2008-12-8,23:21:46,6
116042,jon678,25,50,2008-12-9,21:17:43,6
116042,sure96hotmail,26.75,50,2008-12-9,22:16:18,6
116042,keane_robbie,25.5,183,2008-12-10,5:04:45,6
116042,drizzle,26.5,50,2008-12-10,12:59:53,6
116050,shilrey,20,50,2008-12-10,9:34:41,1
116050,yangok1,25,200,2008-12-2,9:36:49,1
116050,azhuan,25,200,2008-12-2,9:39:44,1
116050,shilrey,25,200,2008-12-2,9:41:25,1
116050,zhubb1999,25,983,2008-12-2,9:56:20,1
116050,apple520,25,983,2008-12-2,10:19:00,1
116050,tat,25,983,2008-12-2,10:55:00,1
116050,hx3888,25,983,2008-12-2,11:44:05,1
116050,pandora5623,25,983,2008-12-2,12:51:09,1
116050,zhangjun6906,25,500,2008-12-2,12:56:53,1
116050,yz_131488,25,500,2008-12-2,21:32:44,1
116050,jk886622,25,50,2008-12-2,22:00:33,1
116050,yiyi520tt,25,50,2008-12-2,11:42:01,1
116256,jackgu,27,500,2008-12-9,16:34:28,3
116256,guchenjie,27,71,2008-12-9,16:59:26,3
116256,hupo,27,150,2008-12-9,19:09:45,3
116256,pengwu96,27,116,2008-12-9,19:59:11,3
116256,lj716,27,327,2008-12-9,20:44:00,3
116256,guchenjie,27,50,2008-12-9,22:20:16,3
116256,wujingyi,27,172,2008-12-9,22:43:32,3
116256,zhangjun6906,27,250,2008-12-9,22:43:57,3
116256,lorrenceluo,27,500,2008-12-9,23:14:21,3
116256,cmh2002hnbc,27,307,2008-12-10,9:04:59,3
116256,alexzqxc,27,500,2008-12-10,9:09:25,3
116256,lynn_qiu,27,50,2008-12-10,10:05:56,3
116256,sure96hotmail,27,50,2008-12-10,10:36:45,3
116256,drizzle,27,50,2008-12-10,10:53:54,3
116256,flyboy,26,55,2008-12-10,11:34:18,3
116256,lisa,27,89,2008-12-10,11:49:55,3
116256,v_blue,27,56,2008-12-10,12:11:28,3
116256,sure96hotmail,27,258,2008-12-10,12:26:16,3
116256,shikousheng,26.99,180,2008-12-10,15:24:55,3
116256,tang0218,26.5,200,2008-12-10,15:30:10,3
116256,tang0218,26.5,200,2008-12-10,15:31:13,3
116256,shikousheng,26.99,171,2008-12-10,16:05:02,3
116256,alexzqxc,26.99,500,2008-12-10,16:44:33,3
116256,alexzqxc,26.99,138,2008-12-11,11:14:39,3
116256,hupo,25,60,2008-12-11,12:46:28,3
116256,sure96hotmail,26.5,188,2008-12-11,13:40:01,3
116256,jon678,25,150,2008-12-11,19:10:05,3
116256,keane_robbie,26.5,200,2008-12-12,5:42:39,3
116256,lvxinhui,15,501,2008-12-12,22:58:42,3
116256,nttxjf,26.5,100,2008-12-13,13:41:06,3
116256,hupo,25,74,2008-12-14,13:20:39,3
116256,forcey,26.5,109,2008-12-14,21:11:10,3
116256,hupo,25,52,2008-12-14,22:21:29,3
116256,sunfeng,26.9,50,2008-12-15,12:07:37,3
116256,winzhouchao,26,160,2008-12-15,12:18:56,3
116269,ydw34,26,49,2008-12-10,19:07:37,1
116269,liming880,20,200,2008-12-10,22:33:56,1
116269,jon678,25,50,2008-12-11,19:08:19,1
116269,wzwwzw1975,24.5,701,2008-12-15,9:04:41,1
116269,tang0218,23,600,2008-12-16,18:45:23,1
116380,shu,8.8,165,2008-12-18,11:06:36,6
116380,pengwu96,7,51,2008-12-18,12:52:30,6
116380,shu,8.8,51,2008-12-18,13:01:51,6
116380,huihuih,8.8,200,2008-12-18,13:07:45,6
116380,fendy,8.8,100,2008-12-18,13:47:55,6
116380,guchenjie,8.8,50,2008-12-18,18:27:35,6
116380,myth,8.8,500,2008-12-19,16:26:02,6
116380,nttxjf,8.8,50,2008-12-19,19:59:58,6
116380,guchenjie,8.8,50,2008-12-20,22:15:17,6
116380,guchenjie,8.8,50,2008-12-21,8:46:50,6
116380,drizzle,8.8,61,2008-12-22,16:09:36,6
116380,guchenjie,8.8,50,2008-12-22,19:00:37,6
116380,nttxjf,8.8,100,2008-12-22,19:48:59,6
116380,guchenjie,8.8,50,2008-12-22,20:15:53,6
116380,wujingyi,8.8,137,2008-12-22,21:40:42,6
116380,senre,8.8,100,2008-12-23,11:12:41,6
116380,sk116,8.8,100,2008-12-23,13:00:38,6
116380,dianzi,5,111,2008-12-23,21:01:44,6
116380,guchenjie,8.8,50,2008-12-24,0:45:20,6
116380,shu,8.8,264,2008-12-24,10:51:06,6
116380,flyboy,8.8,121,2008-12-24,12:35:16,6
116380,senre,8.8,200,2008-12-24,15:01:35,6
116380,shikousheng,8.8,200,2008-12-24,20:00:39,6
116380,guchenjie,8.8,50,2008-12-24,21:01:42,6
116380,fendy,8.8,100,2008-12-25,10:30:51,6
116380,duanyingui,8.8,50,2008-12-26,14:21:59,6
116380,lukezbc,8.8,50,2008-12-26,14:27:49,6
116380,lukezbc,8.8,50,2008-12-26,14:28:44,6
116380,senre,8.8,200,2008-12-26,16:10:32,6
116380,shu,8.8,200,2008-12-26,22:57:07,6
116380,wujingyi,8.8,83,2008-12-26,22:57:51,6
116380,litianbao,8.8,100,2008-12-27,8:20:14,6
116380,liyu2000,8.8,300,2008-12-27,11:49:19,6
116380,cmh2002hnbc,8.8,100,2008-12-27,20:06:29,6
116380,greatkai,8.8,100,2008-12-27,14:18:30,6
116380,shouxingzhe,8.8,100,2008-12-29,9:26:29,6
116380,YQCHENG,8.8,700,2008-12-29,10:08:46,6
116380,kunying,8.8,50,2008-12-29,12:26:48,6
116380,heaven_1,8.8,500,2008-12-29,13:21:39,6
116380,fendy,8.8,90,2008-12-29,15:24:56,6
116380,tony,8.8,90,2008-12-29,16:49:17,6
116380,nttxjf,8.75,90,2008-12-29,9:47:12,6
116467,qgfsz,23,490,2008-12-22,14:25:46,1
116467,qgfsz,23,120,2008-12-22,14:43:11,1
116467,huaihuai5871,23,50,2008-12-24,17:25:58,1
116467,qgfsz,23,50,2008-12-24,0:26:39,1
116509,pengwu96,26,50,2008-12-15,23:22:38,6
116509,jackgu,26,200,2008-12-16,9:21:03,6
116509,pengwu96,26,51,2008-12-16,22:27:49,6
116509,jackgu,26,600,2008-12-17,9:31:40,6
116509,shu,26,200,2008-12-17,10:38:03,6
116509,dsy0715,26,100,2008-12-17,14:51:17,6
116509,yee,26,358,2008-12-17,16:32:14,6
116509,zhangjun6906,26,500,2008-12-17,21:18:16,6
116509,shikousheng,26,112,2008-12-17,21:40:26,6
116509,lorrenceluo,26,600,2008-12-17,21:40:42,6
116509,tttnnnfff,26,264,2008-12-18,9:12:27,6
116509,pengwu96,26,50,2008-12-18,15:20:09,6
116509,dsy0715,26,50,2008-12-18,16:47:25,6
116509,viennalee,26,100,2008-12-18,20:29:04,6
116509,cmh2002hnbc,26,131,2008-12-18,20:41:33,6
116509,fyy1988,26,282,2008-12-18,22:28:25,6
116509,xliangzh,26,200,2008-12-19,1:08:16,6
116509,cmh2002hnbc,26,100,2008-12-19,9:13:27,6
116509,jackgu,26,800,2008-12-19,9:49:47,6
116509,cmh2002hnbc,26,100,2008-12-19,10:35:51,6
116509,pengwu96,26,51,2008-12-19,11:16:53,6
116509,liyu2000,26,300,2008-12-19,16:47:04,6
116509,guchenjie,26,50,2008-12-19,18:44:10,6
116509,nttxjf,25.5,51,2008-12-19,19:47:53,6
116509,pengwu96,26,419,2008-12-20,10:50:51,6
116509,mdnywb,26,105,2008-12-20,12:53:14,6
116509,lovehecofe,26,105,2008-12-20,14:14:12,6
116509,zhangjun6906,26,90,2008-12-20,17:56:24,6
116509,dengyuanzhong,26,198,2008-12-20,22:17:24,6
116509,guchenjie,26,197,2008-12-20,22:57:54,6
116509,viennalee,26,100,2008-12-20,23:50:53,6
116509,pengwu96,26,64,2008-12-21,8:42:04,6
116509,dja,26,200,2008-12-21,10:38:37,6
116509,scottlang21,26,201,2008-12-22,8:22:23,6
116509,monson,20,132,2008-12-22,8:45:30,6
116509,duanyingui,26,66,2008-12-22,9:08:26,6
116509,cmh2002hnbc,26,53,2008-12-22,9:10:50,6
116509,duanyingui,26,81,2008-12-22,12:10:21,6
116509,senre,26,300,2008-12-22,12:52:36,6
116509,cmh2002hnbc,26,128,2008-12-22,13:26:11,6
116509,liyu2000,26,200,2008-12-22,13:52:51,6
116509,lovehecofe,26,532,2008-12-22,14:23:48,6
116509,guchenjie,25.5,56,2008-12-22,19:08:47,6
116509,shikousheng,25.99,78,2008-12-22,22:20:47,6
116509,guchenjie,25.5,100,2008-12-22,22:35:00,6
116510,kunying,25,100,2008-12-15,23:04:48,6
116510,hupo,25,100,2008-12-22,11:00:14,6
116510,senre,25,200,2008-12-22,13:25:31,6
116510,guchenjie,25,50,2008-12-22,18:58:57,6
116510,hnhysj8259878,25,74,2008-12-23,13:53:35,6
116510,kelega,20,300,2008-12-23,15:17:11,6
116510,lxs666,25,50,2008-12-23,16:24:01,6
116510,xliangzh,25,200,2008-12-24,0:23:32,6
116510,guchenjie,25,50,2008-12-24,0:40:10,6
116510,phoenixzz,25,150,2008-12-24,10:05:44,6
116510,huanyingrufeng,25,100,2008-12-24,12:44:55,6
116510,herenyang,24.5,500,2008-12-24,14:31:06,6
116510,huaihuai5871,25,200,2008-12-24,17:22:15,6
116510,dianzi,25,92,2008-12-24,17:37:05,6
116510,guchenjie,25,50,2008-12-24,18:46:59,6
116510,desolation,20,204,2008-12-25,0:52:22,6
116510,oldmoon,25,90,2008-12-25,13:11:55,6
116510,herenyang,25,200,2008-12-25,20:48:55,6
116510,chengdy,25,200,2008-12-26,9:04:02,6
116510,gary,25,100,2008-12-26,12:02:34,6
116510,xialing1215,24,100,2008-12-26,15:48:49,6
116510,herenyang,25,189,2008-12-26,21:07:25,6
116510,dsy0715,25,50,2008-12-27,8:11:14,6
116510,fzy1983,25,50,2008-12-28,1:44:08,6
116510,wangaibaobao,25,275,2008-12-28,13:29:08,6
116510,cyz66,25,275,2008-12-28,14:41:06,6
116510,neuumenn,25,219,2008-12-28,16:23:26,6
116510,lovehecofe,25,219,2008-12-28,17:07:44,6
116510,scottlang21,25,100,2008-12-28,17:56:08,6
116510,guchenjie,25,83,2008-12-28,19:23:30,6
116510,the_cid,25,500,2008-12-28,23:45:35,6
116510,wangweixi66,25,50,2008-12-29,8:28:33,6
116510,YQCHENG,25,500,2008-12-29,10:07:52,6
116510,jackgu,25,100,2008-12-29,11:03:59,6
116510,kunying,25,200,2008-12-29,12:30:11,6
116510,skycf,25,600,2008-12-29,13:50:27,6
116510,skycf,25,500,2008-12-29,13:50:40,6
116510,dsy0715,25,61,2008-12-29,13:55:04,6
116510,caijianxm,25,58,2008-12-29,15:38:33,6
116510,zhangjun6906,25,139,2008-12-29,15:49:07,6
116510,weish1,25,100,2008-12-29,16:43:28,6
116510,heaven_1,25,200,2008-12-29,17:30:33,6
116510,ericchenshuqin,25,151,2008-12-29,19:22:38,6
116510,monson,20,652,2008-12-30,11:30:58,6
116510,lorrenceluo,24.5,200,2008-12-30,13:32:53,6
116510,nttxjf,24,50,2008-12-30,18:22:25,6
116510,winzhouchao,24.5,80,2008-12-30,19:32:56,6
116510,hupo,24.5,100,2008-12-31,1:11:21,6
116546,dear54264,27,200,2008-12-19,17:39:28,1
116546,senre,27,200,2008-12-23,8:37:16,1
116546,honeyhaoyi,27,503,2008-12-23,14:57:45,1
116546,lxs666,27,50,2008-12-23,16:23:21,1
116546,polly8384,27,50,2008-12-23,16:25:06,1
116546,ericchenshuqin,27,135,2008-12-23,17:03:04,1
116546,yangjieecho,20,50,2008-12-23,17:52:28,1
116546,zzq54510662,20,50,2008-12-23,19:33:18,1
116546,jackgu,26.5,50,2008-12-25,10:39:05,1
116546,kuku9991,22.5,200,2008-12-25,16:05:01,1
116546,lorrenceluo,26.5,50,2008-12-25,22:28:31,1
116569,ykea,22,138,2008-12-18,22:43:52,2
116569,hupo,22,82,2008-12-19,23:28:23,2
116569,dsy0715,22,51,2008-12-21,10:38:18,2
116569,phoenixzz,22,150,2008-12-22,10:20:27,2
116569,nttxjf,22,150,2008-12-22,12:26:38,2
116569,setffen,22,509,2008-12-22,13:07:27,2
116569,monson,20,632,2008-12-22,15:47:45,2
116569,keane_robbie,22,200,2008-12-22,18:34:18,2
116569,guchenjie,22,51,2008-12-22,18:57:06,2
116569,cced,22,100,2008-12-22,21:02:49,2
116569,shikousheng,22,100,2008-12-22,22:19:16,2
116569,awfer1,20,285,2008-12-23,0:53:35,2
116569,polly8384,22,84,2008-12-23,8:54:01,2
116569,hnhysj8259878,21.5,50,2008-12-23,12:25:23,2
116569,sure96hotmail,21.99,418,2008-12-23,13:39:50,2
116630,luhaoyang4669,27,50,2008-12-19,11:31:50,4
116630,navy1981,27,690,2008-12-19,11:37:49,4
116630,jackgu,27,800,2008-12-19,13:57:35,4
116630,dja,27,500,2008-12-19,15:00:57,4
116630,sweater,27,495,2008-12-19,16:03:18,4
116630,sunfeng,27,117,2008-12-19,16:09:55,4
116630,liyu2000,27,101,2008-12-19,16:47:40,4
116630,lemon_coco_x,27,300,2008-12-19,19:01:00,4
116630,tang0218,27,200,2008-12-19,19:24:10,4
116630,nttxjf,26.5,100,2008-12-19,19:44:21,4
116630,scottlang21,27,301,2008-12-19,21:29:32,4
116630,lorrenceluo,27,100,2008-12-19,21:34:16,4
116630,hupo,27,200,2008-12-19,22:27:39,4
116630,awfer1,25,699,2008-12-20,1:20:25,4
116630,hupo,27,100,2008-12-20,8:52:27,4
116630,sunfeng,27,74,2008-12-20,11:45:50,4
116630,navy1981,27,693,2008-12-20,13:08:35,4
116630,cyz66,27,693,2008-12-20,15:09:13,4
116630,sepheral,27,115,2008-12-20,15:28:29,4
116630,zhangjun6906,27,300,2008-12-20,17:54:12,4
116630,p1z2o3,27,50,2008-12-20,21:37:54,4
116630,lorrenceluo,27,500,2008-12-20,22:10:39,4
116630,guchenjie,27,50,2008-12-20,23:01:14,4
116630,viennalee,27,100,2008-12-20,23:47:47,4
116630,bigicbc,27,100,2008-12-20,0:03:05,4
116630,sure96hotmail,27,100,2008-12-20,2:57:54,4
116630,hupo,27,200,2008-12-21,9:13:07,4
116630,hupo,27,100,2008-12-21,9:18:25,4
116630,mdnywb,27,495,2008-12-21,9:51:24,4
116630,dsy0715,27,100,2008-12-21,10:34:24,4
116630,cmh2002hnbc,27,279,2008-12-21,10:51:15,4
116630,alexzqxc,26.99,106,2008-12-21,12:51:56,4
116630,flyboy,27,80,2008-12-21,15:30:56,4
116630,sjzbo,27,200,2008-12-21,16:23:44,4
116630,keane_robbie,27,120,2008-12-21,18:54:35,4
116630,p1z2o3,27,101,2008-12-21,19:16:14,4
116630,xliangzh,27,200,2008-12-21,19:22:42,4
116630,xliangzh,27,200,2008-12-21,19:26:47,4
116630,wkwk1985,27,950,2008-12-21,20:11:17,4
116630,yangok1,27,122,2008-12-21,21:04:07,4
116630,kjhdm,27,53,2008-12-21,23:21:39,4
116630,sodao,27,377,2008-12-22,0:28:36,4
116630,sunfeng,26.9,84,2008-12-22,7:32:48,4
116688,jackgu,27,200,2008-12-22,14:20:55,2
116688,guchenjie,27,50,2008-12-22,19:03:34,2
116688,zhangjun6906,27,150,2008-12-22,23:06:24,2
116688,yangok1,26,283,2008-12-22,23:11:29,2
116688,hupo,27,200,2008-12-23,1:24:19,2
116688,senre,27,300,2008-12-23,8:22:27,2
116688,phoenixzz,27,200,2008-12-23,9:19:13,2
116688,lovehecofe,27,234,2008-12-23,9:40:03,2
116688,ahqi2,27,99,2008-12-23,10:07:30,2
116688,honeyhaoyi,27,125,2008-12-23,10:36:37,2
116688,ilovechenlili,26.5,59,2008-12-23,13:09:36,2
116688,keane_robbie,25.5,213,2008-12-23,17:36:58,2
116688,forcey,26.5,80,2008-12-24,17:01:59,2
116688,jdz,26.5,95,2008-12-24,22:46:19,2
116688,xliangzh,26,200,2008-12-24,23:01:02,2
116688,hx3888,25,513,2008-12-25,12:19:15,2
116764,jackgu,20,200,2008-12-29,11:01:24,6
116764,senre,20,200,2008-12-29,12:37:53,6
116764,stylus75,20,50,2008-12-29,14:14:04,6
116764,hupo,20,200,2008-12-29,19:03:46,6
116764,liyu2000,20,100,2008-12-29,19:45:20,6
116764,lorrenceluo,20,200,2008-12-30,13:37:29,6
116764,zhangjun6906,20,200,2008-12-30,13:51:10,6
116764,ericchenshuqin,20,200,2008-12-30,14:17:07,6
116764,sz088,20,498,2008-12-30,18:03:43,6
116764,nttxjf,20,50,2008-12-30,18:27:22,6
116764,huaihuai5871,20,200,2008-12-30,19:50:59,6
116764,sieggeng,20,100,2008-12-30,23:09:46,6
116764,awfer1,18,704,2008-12-30,23:16:02,6
116764,duanyingui,20,50,2008-12-31,10:16:33,6
116764,wbshh,20,640,2008-12-31,16:13:27,6
116764,heaven_1,20,50,2008-12-31,16:41:22,6
116764,moming8156,20,80,2008-12-31,23:24:44,6
116764,litianbao,20,135,2009-1-1,17:06:21,6
116764,fateland,20,50,2009-1-1,21:42:40,6
116764,yue420,20,77,2009-1-2,0:07:38,6
116764,dianzi,5,134,2009-1-2,19:41:10,6
116764,senre,20,50,2009-1-4,8:38:14,6
116764,chengdy,20,200,2009-1-4,9:27:55,6
116764,general_pxj,20,50,2009-1-4,11:31:21,6
116764,lorrenceluo,20,500,2009-1-4,13:53:37,6
116764,wanglin_sz,20,50,2009-1-4,15:05:49,6
116764,sockpan,20,741,2009-1-4,18:40:16,6
116764,sjzbo,20,200,2009-1-4,19:38:40,6
116764,litianbao,20,27,2009-1-4,20:41:56,6
116764,setffen,19.5,64,2009-1-4,22:09:09,6
116882,senre,25,200,2008-12-29,14:09:54,3
116882,pengwu96,23,144,2008-12-29,14:33:50,3
116882,jackgu,25,200,2008-12-29,16:16:14,3
116882,ericchenshuqin,25,767,2008-12-29,19:26:32,3
116882,liyu2000,25,156,2008-12-29,19:46:45,3
116882,cmh2002hnbc,25,134,2008-12-29,20:17:24,3
116882,goodfish,20,200,2008-12-29,21:28:31,3
116882,quyi,25,98,2008-12-29,22:45:17,3
116882,v_blue,24.99,381,2008-12-30,0:20:35,3
116882,qf_5050,25,381,2008-12-30,9:48:25,3
116882,dsy0715,25,50,2008-12-30,11:06:09,3
116882,zoutyong,25,300,2008-12-30,11:18:38,3
116882,alexzqxc,25,278,2008-12-30,11:33:38,3
116882,zhangjun6906,25,200,2008-12-30,11:48:24,3
116882,alexzqxc,25,57,2008-12-30,13:02:00,3
116882,keane_robbie,24,200,2008-12-30,16:40:41,3
116882,nttxjf,24.5,100,2008-12-30,18:17:30,3
116882,guchenjie,24.5,50,2008-12-30,19:15:12,3
116882,shikousheng,24.5,63,2008-12-30,20:01:01,3
116882,alexzqxc,24.5,198,2008-12-30,20:36:59,3
116882,viennalee,22,100,2008-12-31,2:06:16,3
116882,hnhysj8259878,24.5,50,2008-12-31,15:14:01,3
116882,jone81,22,339,2009-1-1,11:37:53,3
116882,flyboy,24,80,2009-1-1,20:41:18,3
116882,hnhysj8259878,24.5,100,2009-1-4,8:16:02,3
116882,keane_robbie,24.5,172,2009-1-4,18:17:45,3
116882,heaven_1,24.5,50,2009-1-4,22:01:23,3
116882,ilovechenlili,24.5,331,2009-1-5,9:13:08,3
116901,scottlang21,27,303,2008-12-30,13:11:05,4
116901,cyz66,27,303,2008-12-30,13:27:48,4
116901,kentyy,27,553,2008-12-30,13:42:53,4
116901,sepheral,0,116,2008-12-30,14:01:31,4
116901,mdnywb,26,534,2008-12-30,15:16:14,4
116901,cjwangwen,27,115,2008-12-30,16:01:32,4
116901,zhangting,27,115,2008-12-30,16:18:54,4
116901,flyboy,27,81,2008-12-30,16:30:46,4
116901,keane_robbie,27,173,2008-12-30,16:44:56,4
116901,lxs666,25,50,2008-12-30,17:01:59,4
116901,meimei2181,27,50,2008-12-30,17:38:46,4
116901,nttxjf,27,171,2008-12-30,18:15:10,4
116901,huaihuai5871,27,50,2008-12-30,20:16:07,4
116901,sieggeng,27,100,2008-12-30,22:50:03,4
116901,luhaoyang4669,27,51,2008-12-30,23:21:09,4
116901,kjhdm,27,53,2008-12-31,1:04:11,4
116901,hupo,27,603,2008-12-31,1:06:07,4
116901,senre,27,500,2008-12-31,7:05:07,4
116901,dsy0715,27,100,2008-12-31,8:45:10,4
116901,duanyingui,27,50,2008-12-31,10:17:15,4
116901,ericchenshuqin,27,100,2008-12-31,11:07:58,4
116901,kentyy,27,647,2008-12-31,11:52:28,4
116901,plankton13,27,205,2008-12-31,14:30:06,4
116901,sieggeng,27,200,2008-12-31,14:37:52,4
116901,navy1981,27,200,2008-12-31,15:20:25,4
116901,navy1981,27,297,2008-12-31,15:44:14,4
116901,litianbao,27,300,2008-12-31,21:16:37,4
116901,luckyarrowhui,25,282,2009-1-1,0:51:22,4
116901,yangok1,27,200,2009-1-1,9:58:36,4
116901,kjhdm,27,200,2009-1-1,17:05:10,4
116901,fateland,27,50,2009-1-1,21:43:40,4
116901,p1z2o3,27,152,2009-1-1,22:03:23,4
116901,sure96hotmail,27,152,2009-1-1,23:07:27,4
116901,yue420,27,60,2009-1-2,0:00:41,4
116901,nlfast,27,200,2009-1-2,8:39:07,4
116901,nlfast,27,200,2009-1-2,8:39:14,4
116901,huaihuai5871,27,100,2009-1-2,16:46:25,4
116901,sweater,27,498,2009-1-3,12:33:41,4
116901,sk116,27,56,2009-1-3,12:35:04,4
116901,nanfangjun,27,162,2009-1-3,13:49:51,4
116901,dianzi,5,72,2009-1-3,19:43:12,4
116901,dja,27,500,2009-1-4,1:01:56,4
116901,hldick80,27,68,2009-1-4,1:04:16,4
116901,pfzl518,25,200,2009-1-4,4:03:07,4
116901,cjwangwen,27,545,2009-1-4,11:31:08,4
116901,momoco,27,500,2009-1-4,11:50:31,4
116901,cjwangwen,27,500,2009-1-4,12:31:01,4
116943,jackgu,25,200,2009-1-3,14:39:12,2
116943,senre,25,200,2009-1-3,15:12:13,2
116943,ian_wang,20,50,2009-1-3,18:34:04,2
116943,wzwwzw1975,25,502,2009-1-4,20:27:47,2
116943,Nauru,22,50,2009-1-6,22:17:47,2
116943,billowhan,24.4,145,2009-1-7,7:48:08,2
116943,lorrenceluo,24.5,200,2009-1-8,18:17:28,2
116943,the_cid,24.5,500,2009-1-9,13:00:27,2
116943,boynet,23.5,200,2009-1-13,14:58:18,2
116943,lorrenceluo,24.5,200,2009-1-16,13:18:27,2
116943,sunfeng,24.9,50,2009-1-16,21:43:26,2
116943,hyhmails,24.99,53,2009-1-17,15:21:58,2
116943,jon678,24,50,2009-1-17,20:43:27,2
116943,czstanley,24.5,200,2009-1-17,22:48:44,2
116943,zhangjun6906,23,400,2009-1-18,8:13:40,2
116992,senre,20,200,2009-1-4,18:15:10,6
116992,jackgu,20,300,2009-1-4,20:47:43,6
116992,kentyy,20,66,2009-1-4,20:56:49,6
116992,litianbao,20,900,2009-1-4,21:09:12,6
116992,hupo,20,200,2009-1-4,22:34:54,6
116992,chengdy,20,100,2009-1-5,9:02:46,6
116992,heaven_1,20,50,2009-1-5,10:21:33,6
116992,heaven_1,20,50,2009-1-5,10:40:39,6
116992,pengwu96,18,51,2009-1-5,11:00:01,6
116992,bj20,20,50,2009-1-5,11:35:07,6
116992,p1z2o3,20,50,2009-1-5,11:36:15,6
116992,lorrenceluo,20,200,2009-1-5,13:52:45,6
116992,kelega,18,54,2009-1-5,13:59:20,6
116992,drizzle,20,50,2009-1-5,14:07:15,6
116992,cmh2002hnbc,20,138,2009-1-5,15:23:15,6
116992,neuumenn,20,228,2009-1-5,17:00:07,6
